"Index Name","Date","Open","High","Low","Close"
"NIFTY 50","05 May 2026","24052.6","24081.7","23882.05","24032.80"
"NIFTY 50","06 May 2026","24171","24356.5","23997.9","24330.95"
"NIFTY 50","07 May 2026","24398.5","24482.1","24284","24326.65"
"NIFTY 50","08 May 2026","24233.65","24253.8","24126.65","24176.15"
"NIFTY 50","11 May 2026","23970.1","23997.45","23799.1","23815.85"
"NIFTY 50","12 May 2026","23722.6","23757.55","23348.4","23379.55"
"NIFTY 50","13 May 2026","23362.45","23582.95","23262.55","23412.60"
"NIFTY 50","14 May 2026","23530.25","23777.2","23426.55","23689.60"
"NIFTY 50","15 May 2026","23731.4","23839.3","23610.3","23643.50"
"NIFTY 50","18 May 2026","23482.2","23695.65","23317.1","23649.95"
"NIFTY 50","19 May 2026","23675.3","23782.3","23587.2","23618.00"
"NIFTY 50","20 May 2026","23457.25","23690.9","23397.3","23659.00"
"NIFTY 50","21 May 2026","23830.05","23859.9","23596.6","23654.70"
"NIFTY 50","22 May 2026","23671.2","23835.65","23671","23719.30"
"NIFTY 50","25 May 2026","23940.25","24054.45","23922.85","24031.70"
"NIFTY 50","26 May 2026","24004.1","24089.8","23885.45","23913.70"
"NIFTY 50","27 May 2026","23880.35","23983.2","23858.25","23907.15"
"NIFTY 50","29 May 2026","23902.15","24002.8","23484.75","23547.75"
"NIFTY 50","01 Jun 2026","23654.5","23733.7","23357.95","23382.60"
"NIFTY 50","02 Jun 2026","23229.15","23556.95","23229.15","23483.55"
"NIFTY 50","03 Jun 2026","23415.95","23459.65","23151.5","23405.60"
"NIFTY 50","04 Jun 2026","23282.45","23465.3","23247.3","23416.55"
